level	start	end	color	opacity	title
53	54915	54918	#ffdd00	1.0	Message Index Space Destruction total=3 us start=54915 us stop=54918 us
52	54918	54923	#97ff00	1.0	Message Send Index Space Return total=5 us start=54918 us stop=54923 us
53	55303	55310	#00b7ff	1.0	Message Send Field Space Node total=7 us start=55303 us stop=55310 us
53	55315	55322	#00c9ff	1.0	Message Field Space Destruction total=7 us start=55315 us stop=55322 us
52	55322	55324	#002dff	1.0	Message Send Field Space Return total=2 us start=55322 us stop=55324 us
54	55348	55350	#67ff00	1.0	Message Logical Region Destruction total=2 us start=55348 us stop=55350 us
53	55350	55352	#007bff	1.0	Message Send Top Level Region Return total=2 us start=55350 us stop=55352 us
54	55782	55791	#0057ff	1.0	Message Send Index Partition Node total=9 us start=55782 us stop=55791 us
54	55796	55799	#ff6b00	1.0	Message Index Partition Destruction total=3 us start=55796 us stop=55799 us
53	55799	55804	#ff0059	1.0	Message Send Index Space Node total=5 us start=55799 us stop=55804 us
54	55809	55810	#ffdd00	1.0	Message Index Space Destruction total=1 us start=55809 us stop=55810 us
53	55810	55812	#97ff00	1.0	Message Send Index Space Return total=2 us start=55810 us stop=55812 us
55	55930	55931	#FFC0CB	1.0	ProfTask <897> total=1 us start=55930 us stop=55931 us
55	55973	55987	#ff0035	1.0	Message Send Manager Request total=14 us start=55973 us stop=55987 us
55	56057	56068	#01ff00	1.0	Message Send Constraint Request total=11 us start=56057 us stop=56068 us
55	56179	56187	#fffb00	1.0	Message Distributed GC Update total=8 us start=56179 us stop=56187 us
55	56193	56198	#07ff00	1.0	Message Distributed Valid Update total=5 us start=56193 us stop=56198 us
55	56205	56206	#07ff00	1.0	Message Distributed Valid Update total=1 us start=56205 us stop=56206 us
55	56279	56286	#ff00bf	1.0	Message Send GC Priority Update total=7 us start=56279 us stop=56286 us
55	56318	56350	#b5ff00	1.0	Message Send Create Top View Request total=32 us start=56318 us stop=56350 us
55	56557	56568	#ff004d	1.0	Message Send View Request total=11 us start=56557 us stop=56568 us
55	57449	57463	#fffb00	1.0	Message Distributed GC Update total=14 us start=57449 us stop=57463 us
55	57479	57578	#00b1ff	1.0	Message Task Message total=99 us start=57479 us stop=57578 us
55	57584	57620	#006fff	1.0	Scheduler initiated by="Operation <0>" total=36 us start=57584 us stop=57620 us
55	57629	57631	#003fff	1.0	State Analaysis initiated by="trans <50> (<-trans <641> (<-trans <145>))" total=2 us start=57629 us stop=57631 us
55	57635	57638	#FFC0CB	1.0	ProfTask total=3 us start=57635 us stop=57638 us
55	57640	57663	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <50> (<-trans <641> (<-trans <145>))" total=23 us start=57640 us stop=57663 us
55	57667	57669	#FFC0CB	1.0	ProfTask <50> total=2 us start=57667 us stop=57669 us
55	57670	57670	#FFC0CB	1.0	ProfTask <50> total=0 us start=57670 us stop=57670 us
55	120853	121595	#006600	1.0	Post initiated by="init <34> (<-init <18> (<-init <113> (<-init <49>)))" total=742 us start=120853 us stop=121595 us
55	121604	121606	#ff00e3	1.0	Decrement Pending Task initiated by="trans <66> (<-trans <50> (<-trans <641> (<-trans <145>)))" total=2 us start=121604 us stop=121606 us
55	121611	121617	#FFC0CB	1.0	ProfTask <34> total=6 us start=121611 us stop=121617 us
55	121619	121621	#FFC0CB	1.0	ProfTask <34> total=2 us start=121619 us stop=121621 us
55	121622	121623	#FFC0CB	1.0	ProfTask <66> total=1 us start=121622 us stop=121623 us
55	167832	167921	#006600	1.0	Post initiated by="trans <66> (<-trans <50> (<-trans <641> (<-trans <145>)))" total=89 us start=167832 us stop=167921 us
55	167929	167933	#FFC0CB	1.0	ProfTask <66> total=4 us start=167929 us stop=167933 us
55	167935	167938	#FFC0CB	1.0	ProfTask <66> total=3 us start=167935 us stop=167938 us
55	170900	170938	#9d00ff	1.0	Message Send Remote Context Free total=38 us start=170900 us stop=170938 us
55	174200	174203	#07ff00	1.0	Message Distributed Valid Update total=3 us start=174200 us stop=174203 us
55	174208	174210	#fffb00	1.0	Message Distributed GC Update total=2 us start=174208 us stop=174210 us
55	174344	174464	#00ffed	1.0	Message Send Shutdown Notification total=120 us start=174344 us stop=174464 us
55	174723	174724	#07ff00	1.0	Message Distributed Valid Update total=1 us start=174723 us stop=174724 us
55	174731	174732	#fffb00	1.0	Message Distributed GC Update total=1 us start=174731 us stop=174732 us
55	175524	175541	#00ffed	1.0	Message Send Shutdown Notification total=17 us start=175524 us stop=175541 us
55	175927	176037	#fffb00	1.0	Message Distributed GC Update total=110 us start=175927 us stop=176037 us
55	176307	176324	#fffb00	1.0	Message Distributed GC Update total=17 us start=176307 us stop=176324 us
55	176541	176546	#ff00e9	1.0	Deferred Recycle initiated by="Operation <0>" total=5 us start=176541 us stop=176546 us
55	176553	176554	#ff00e9	1.0	Deferred Recycle initiated by="Operation <0>" total=1 us start=176553 us stop=176554 us
55	176559	176571	#8bff00	1.0	Message Send Shutdown Response total=12 us start=176559 us stop=176571 us
55	176586	176587	#FFC0CB	1.0	ProfTask total=1 us start=176586 us stop=176587 us
55	176588	176589	#FFC0CB	1.0	ProfTask total=1 us start=176588 us stop=176589 us
55	176705	176716	#00ffed	1.0	Message Send Shutdown Notification total=11 us start=176705 us stop=176716 us
55	176769	176779	#00ffed	1.0	Message Send Shutdown Notification total=10 us start=176769 us stop=176779 us
55	176987	176996	#8bff00	1.0	Message Send Shutdown Response total=9 us start=176987 us stop=176996 us
57	49043	120843	#7f00ff	1.0	init <34> (<-init <18> (<-init <113> (<-init <49>))) total=71800 us start=49043 us stop=120843 us
57	120870	167824	#ff1100	1.0	trans <66> (<-trans <50> (<-trans <641> (<-trans <145>))) total=46954 us start=120870 us stop=167824 us
62	40886	46805	#00edff	1.0	Message Send Instance Request total=5919 us start=40886 us stop=46805 us
61	44037	45422	#3dff00	1.0	Message Send Logical Region Node total=1385 us start=44037 us stop=45422 us
60	44337	44471	#ff0059	1.0	Message Send Index Space Node total=134 us start=44337 us stop=44471 us
60	44501	44545	#ffdd00	1.0	Message Index Space Destruction total=44 us start=44501 us stop=44545 us
60	44546	44588	#97ff00	1.0	Message Send Index Space Return total=42 us start=44546 us stop=44588 us
60	45080	45194	#00b7ff	1.0	Message Send Field Space Node total=114 us start=45080 us stop=45194 us
60	45201	45254	#00c9ff	1.0	Message Field Space Destruction total=53 us start=45201 us stop=45254 us
60	45255	45276	#002dff	1.0	Message Send Field Space Return total=21 us start=45255 us stop=45276 us
61	45429	45454	#67ff00	1.0	Message Logical Region Destruction total=25 us start=45429 us stop=45454 us
61	45455	45476	#007bff	1.0	Message Send Top Level Region Return total=21 us start=45455 us stop=45476 us
61	45972	46012	#ff0059	1.0	Message Send Index Space Node total=40 us start=45972 us stop=46012 us
61	46019	46022	#ffdd00	1.0	Message Index Space Destruction total=3 us start=46019 us stop=46022 us
60	46022	46093	#0057ff	1.0	Message Send Index Partition Node total=71 us start=46022 us stop=46093 us
61	46099	46139	#ff6b00	1.0	Message Index Partition Destruction total=40 us start=46099 us stop=46139 us
60	46139	46147	#ff0059	1.0	Message Send Index Space Node total=8 us start=46139 us stop=46147 us
61	46157	46159	#ffdd00	1.0	Message Index Space Destruction total=2 us start=46157 us stop=46159 us
60	46159	46161	#97ff00	1.0	Message Send Index Space Return total=2 us start=46159 us stop=46161 us
62	46813	46836	#FFC0CB	1.0	ProfTask <401> total=23 us start=46813 us stop=46836 us
62	46858	46913	#ff0035	1.0	Message Send Manager Request total=55 us start=46858 us stop=46913 us
62	47009	47029	#01ff00	1.0	Message Send Constraint Request total=20 us start=47009 us stop=47029 us
62	47114	47124	#fffb00	1.0	Message Distributed GC Update total=10 us start=47114 us stop=47124 us
62	47132	47137	#07ff00	1.0	Message Distributed Valid Update total=5 us start=47132 us stop=47137 us
62	47142	47142	#07ff00	1.0	Message Distributed Valid Update total=0 us start=47142 us stop=47142 us
62	47181	47234	#ff00bf	1.0	Message Send GC Priority Update total=53 us start=47181 us stop=47234 us
62	47240	47879	#b5ff00	1.0	Message Send Create Top View Request total=639 us start=47240 us stop=47879 us
61	47627	47749	#00c3ff	1.0	Message Send Remote Context Response total=122 us start=47627 us stop=47749 us
62	48058	48095	#ff004d	1.0	Message Send View Request total=37 us start=48058 us stop=48095 us
62	48316	48320	#fffb00	1.0	Message Distributed GC Update total=4 us start=48316 us stop=48320 us
62	48344	48936	#00b1ff	1.0	Message Task Message total=592 us start=48344 us stop=48936 us
62	48943	49101	#006fff	1.0	Scheduler initiated by="Operation <0>" total=158 us start=48943 us stop=49101 us
62	49117	49142	#003fff	1.0	State Analaysis initiated by="init <19> (<-init <129> (<-init <49>))" total=25 us start=49117 us stop=49142 us
62	49152	49160	#FFC0CB	1.0	ProfTask total=8 us start=49152 us stop=49160 us
62	49162	49347	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <19> (<-init <129> (<-init <49>))" total=185 us start=49162 us stop=49347 us
62	49355	49379	#ff00e3	1.0	Decrement Pending Task initiated by="init <35> (<-init <19> (<-init <129> (<-init <49>)))" total=24 us start=49355 us stop=49379 us
62	49385	49386	#FFC0CB	1.0	ProfTask <19> total=1 us start=49385 us stop=49386 us
62	49387	49389	#FFC0CB	1.0	ProfTask <19> total=2 us start=49387 us stop=49389 us
62	49390	49390	#FFC0CB	1.0	ProfTask <35> total=0 us start=49390 us stop=49390 us
62	52113	56022	#00edff	1.0	Message Send Instance Request total=3909 us start=52113 us stop=56022 us
61	54103	54926	#3dff00	1.0	Message Send Logical Region Node total=823 us start=54103 us stop=54926 us
60	54790	54800	#ff0059	1.0	Message Send Index Space Node total=10 us start=54790 us stop=54800 us
60	54810	54813	#ffdd00	1.0	Message Index Space Destruction total=3 us start=54810 us stop=54813 us
59	54813	54818	#97ff00	1.0	Message Send Index Space Return total=5 us start=54813 us stop=54818 us
60	54889	54896	#00b7ff	1.0	Message Send Field Space Node total=7 us start=54889 us stop=54896 us
60	54902	54909	#00c9ff	1.0	Message Field Space Destruction total=7 us start=54902 us stop=54909 us
59	54909	54911	#002dff	1.0	Message Send Field Space Return total=2 us start=54909 us stop=54911 us
61	54931	54934	#67ff00	1.0	Message Logical Region Destruction total=3 us start=54931 us stop=54934 us
60	54934	54935	#007bff	1.0	Message Send Top Level Region Return total=1 us start=54934 us stop=54935 us
61	55300	55309	#0057ff	1.0	Message Send Index Partition Node total=9 us start=55300 us stop=55309 us
61	55316	55318	#ff6b00	1.0	Message Index Partition Destruction total=2 us start=55316 us stop=55318 us
60	55318	55322	#ff0059	1.0	Message Send Index Space Node total=4 us start=55318 us stop=55322 us
61	55327	55329	#ffdd00	1.0	Message Index Space Destruction total=2 us start=55327 us stop=55329 us
60	55329	55331	#97ff00	1.0	Message Send Index Space Return total=2 us start=55329 us stop=55331 us
62	56028	56029	#FFC0CB	1.0	ProfTask <913> total=1 us start=56028 us stop=56029 us
62	56085	56098	#ff0035	1.0	Message Send Manager Request total=13 us start=56085 us stop=56098 us
62	56230	56240	#01ff00	1.0	Message Send Constraint Request total=10 us start=56230 us stop=56240 us
62	56490	56498	#fffb00	1.0	Message Distributed GC Update total=8 us start=56490 us stop=56498 us
62	56505	56509	#07ff00	1.0	Message Distributed Valid Update total=4 us start=56505 us stop=56509 us
62	56514	56515	#07ff00	1.0	Message Distributed Valid Update total=1 us start=56514 us stop=56515 us
62	56571	56578	#ff00bf	1.0	Message Send GC Priority Update total=7 us start=56571 us stop=56578 us
62	56612	56633	#b5ff00	1.0	Message Send Create Top View Request total=21 us start=56612 us stop=56633 us
62	57564	57572	#ff004d	1.0	Message Send View Request total=8 us start=57564 us stop=57572 us
62	58083	58090	#fffb00	1.0	Message Distributed GC Update total=7 us start=58083 us stop=58090 us
62	58128	58228	#00b1ff	1.0	Message Task Message total=100 us start=58128 us stop=58228 us
62	58234	58271	#006fff	1.0	Scheduler initiated by="Operation <0>" total=37 us start=58234 us stop=58271 us
62	58281	58283	#003fff	1.0	State Analaysis initiated by="trans <51> (<-trans <657> (<-trans <145>))" total=2 us start=58281 us stop=58283 us
62	58286	58289	#FFC0CB	1.0	ProfTask total=3 us start=58286 us stop=58289 us
62	58290	58312	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <51> (<-trans <657> (<-trans <145>))" total=22 us start=58290 us stop=58312 us
62	58317	58325	#FFC0CB	1.0	ProfTask <51> total=8 us start=58317 us stop=58325 us
62	58327	58328	#FFC0CB	1.0	ProfTask <51> total=1 us start=58327 us stop=58328 us
62	121784	122530	#006600	1.0	Post initiated by="init <35> (<-init <19> (<-init <129> (<-init <49>)))" total=746 us start=121784 us stop=122530 us
62	122540	122541	#ff00e3	1.0	Decrement Pending Task initiated by="trans <67> (<-trans <51> (<-trans <657> (<-trans <145>)))" total=1 us start=122540 us stop=122541 us
62	122546	122552	#FFC0CB	1.0	ProfTask <35> total=6 us start=122546 us stop=122552 us
62	122553	122556	#FFC0CB	1.0	ProfTask <35> total=3 us start=122553 us stop=122556 us
62	122557	122558	#FFC0CB	1.0	ProfTask <67> total=1 us start=122557 us stop=122558 us
62	168204	168268	#006600	1.0	Post initiated by="trans <67> (<-trans <51> (<-trans <657> (<-trans <145>)))" total=64 us start=168204 us stop=168268 us
62	168274	168277	#FFC0CB	1.0	ProfTask <67> total=3 us start=168274 us stop=168277 us
62	168279	168281	#FFC0CB	1.0	ProfTask <67> total=2 us start=168279 us stop=168281 us
62	170907	170944	#9d00ff	1.0	Message Send Remote Context Free total=37 us start=170907 us stop=170944 us
62	174227	174230	#07ff00	1.0	Message Distributed Valid Update total=3 us start=174227 us stop=174230 us
62	174236	174237	#fffb00	1.0	Message Distributed GC Update total=1 us start=174236 us stop=174237 us
62	174351	174474	#00ffed	1.0	Message Send Shutdown Notification total=123 us start=174351 us stop=174474 us
62	174734	174736	#07ff00	1.0	Message Distributed Valid Update total=2 us start=174734 us stop=174736 us
62	174742	174743	#fffb00	1.0	Message Distributed GC Update total=1 us start=174742 us stop=174743 us
62	175530	175548	#00ffed	1.0	Message Send Shutdown Notification total=18 us start=175530 us stop=175548 us
62	175617	175629	#8bff00	1.0	Message Send Shutdown Response total=12 us start=175617 us stop=175629 us
62	175881	175989	#fffb00	1.0	Message Distributed GC Update total=108 us start=175881 us stop=175989 us
62	176000	176004	#ff00e9	1.0	Deferred Recycle initiated by="Operation <0>" total=4 us start=176000 us stop=176004 us
62	176011	176012	#FFC0CB	1.0	ProfTask total=1 us start=176011 us stop=176012 us
62	176374	176390	#fffb00	1.0	Message Distributed GC Update total=16 us start=176374 us stop=176390 us
62	176426	176427	#ff00e9	1.0	Deferred Recycle initiated by="Operation <0>" total=1 us start=176426 us stop=176427 us
62	176433	176434	#FFC0CB	1.0	ProfTask total=1 us start=176433 us stop=176434 us
62	176708	176719	#00ffed	1.0	Message Send Shutdown Notification total=11 us start=176708 us stop=176719 us
62	176775	176785	#00ffed	1.0	Message Send Shutdown Notification total=10 us start=176775 us stop=176785 us
62	177017	177027	#8bff00	1.0	Message Send Shutdown Response total=10 us start=177017 us stop=177027 us
64	49329	121776	#7f00ff	1.0	init <35> (<-init <19> (<-init <129> (<-init <49>))) total=72447 us start=49329 us stop=121776 us
64	121804	168196	#ff1100	1.0	trans <67> (<-trans <51> (<-trans <657> (<-trans <145>))) total=46392 us start=121804 us stop=168196 us
69	41169	47099	#00edff	1.0	Message Send Instance Request total=5930 us start=41169 us stop=47099 us
68	44060	45426	#3dff00	1.0	Message Send Logical Region Node total=1366 us start=44060 us stop=45426 us
67	44352	44488	#ff0059	1.0	Message Send Index Space Node total=136 us start=44352 us stop=44488 us
67	44517	44560	#ffdd00	1.0	Message Index Space Destruction total=43 us start=44517 us stop=44560 us
67	44561	44604	#97ff00	1.0	Message Send Index Space Return total=43 us start=44561 us stop=44604 us
67	45080	45189	#00b7ff	1.0	Message Send Field Space Node total=109 us start=45080 us stop=45189 us
67	45196	45249	#00c9ff	1.0	Message Field Space Destruction total=53 us start=45196 us stop=45249 us
67	45250	45271	#002dff	1.0	Message Send Field Space Return total=21 us start=45250 us stop=45271 us
68	45434	45459	#67ff00	1.0	Message Logical Region Destruction total=25 us start=45434 us stop=45459 us
67	45459	45481	#007bff	1.0	Message Send Top Level Region Return total=22 us start=45459 us stop=45481 us
68	46265	46305	#ff0059	1.0	Message Send Index Space Node total=40 us start=46265 us stop=46305 us
68	46312	46320	#ffdd00	1.0	Message Index Space Destruction total=8 us start=46312 us stop=46320 us
67	46320	46392	#0057ff	1.0	Message Send Index Partition Node total=72 us start=46320 us stop=46392 us
68	46398	46439	#ff6b00	1.0	Message Index Partition Destruction total=41 us start=46398 us stop=46439 us
67	46439	46447	#ff0059	1.0	Message Send Index Space Node total=8 us start=46439 us stop=46447 us
68	46453	46455	#ffdd00	1.0	Message Index Space Destruction total=2 us start=46453 us stop=46455 us
67	46455	46457	#97ff00	1.0	Message Send Index Space Return total=2 us start=46455 us stop=46457 us
69	47108	47131	#FFC0CB	1.0	ProfTask <417> total=23 us start=47108 us stop=47131 us
69	47159	47217	#ff0035	1.0	Message Send Manager Request total=58 us start=47159 us stop=47217 us
69	47319	47339	#01ff00	1.0	Message Send Constraint Request total=20 us start=47319 us stop=47339 us
69	47423	47435	#fffb00	1.0	Message Distributed GC Update total=12 us start=47423 us stop=47435 us
69	47440	47444	#07ff00	1.0	Message Distributed Valid Update total=4 us start=47440 us stop=47444 us
69	47450	47450	#07ff00	1.0	Message Distributed Valid Update total=0 us start=47450 us stop=47450 us
69	47492	47545	#ff00bf	1.0	Message Send GC Priority Update total=53 us start=47492 us stop=47545 us
69	47551	48221	#b5ff00	1.0	Message Send Create Top View Request total=670 us start=47551 us stop=48221 us
68	47968	48089	#00c3ff	1.0	Message Send Remote Context Response total=121 us start=47968 us stop=48089 us
69	48484	48522	#ff004d	1.0	Message Send View Request total=38 us start=48484 us stop=48522 us
69	48659	48666	#fffb00	1.0	Message Distributed GC Update total=7 us start=48659 us stop=48666 us
69	48702	49293	#00b1ff	1.0	Message Task Message total=591 us start=48702 us stop=49293 us
69	49300	49464	#006fff	1.0	Scheduler initiated by="Operation <0>" total=164 us start=49300 us stop=49464 us
69	49480	49505	#003fff	1.0	State Analaysis initiated by="init <20> (<-init <161> (<-init <49>))" total=25 us start=49480 us stop=49505 us
69	49511	49519	#FFC0CB	1.0	ProfTask total=8 us start=49511 us stop=49519 us
69	49521	49704	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <20> (<-init <161> (<-init <49>))" total=183 us start=49521 us stop=49704 us
69	49711	49736	#ff00e3	1.0	Decrement Pending Task initiated by="init <36> (<-init <20> (<-init <161> (<-init <49>)))" total=25 us start=49711 us stop=49736 us
69	49742	49743	#FFC0CB	1.0	ProfTask <20> total=1 us start=49742 us stop=49743 us
69	49744	49746	#FFC0CB	1.0	ProfTask <20> total=2 us start=49744 us stop=49746 us
69	49747	49748	#FFC0CB	1.0	ProfTask <36> total=1 us start=49747 us stop=49748 us
69	52286	56405	#00edff	1.0	Message Send Instance Request total=4119 us start=52286 us stop=56405 us
68	54128	55201	#3dff00	1.0	Message Send Logical Region Node total=1073 us start=54128 us stop=55201 us
67	54765	54776	#ff0059	1.0	Message Send Index Space Node total=11 us start=54765 us stop=54776 us
67	54785	54788	#ffdd00	1.0	Message Index Space Destruction total=3 us start=54785 us stop=54788 us
66	54788	54793	#97ff00	1.0	Message Send Index Space Return total=5 us start=54788 us stop=54793 us
67	55160	55168	#00b7ff	1.0	Message Send Field Space Node total=8 us start=55160 us stop=55168 us
67	55174	55180	#00c9ff	1.0	Message Field Space Destruction total=6 us start=55174 us stop=55180 us
66	55180	55182	#002dff	1.0	Message Send Field Space Return total=2 us start=55180 us stop=55182 us
68	55213	55216	#67ff00	1.0	Message Logical Region Destruction total=3 us start=55213 us stop=55216 us
67	55216	55219	#007bff	1.0	Message Send Top Level Region Return total=3 us start=55216 us stop=55219 us
68	55650	55658	#0057ff	1.0	Message Send Index Partition Node total=8 us start=55650 us stop=55658 us
68	55671	55674	#ff6b00	1.0	Message Index Partition Destruction total=3 us start=55671 us stop=55674 us
67	55674	55679	#ff0059	1.0	Message Send Index Space Node total=5 us start=55674 us stop=55679 us
68	55686	55688	#ffdd00	1.0	Message Index Space Destruction total=2 us start=55686 us stop=55688 us
67	55688	55690	#97ff00	1.0	Message Send Index Space Return total=2 us start=55688 us stop=55690 us
69	56411	56413	#FFC0CB	1.0	ProfTask <929> total=2 us start=56411 us stop=56413 us
69	57089	57104	#ff0035	1.0	Message Send Manager Request total=15 us start=57089 us stop=57104 us
69	57783	57795	#01ff00	1.0	Message Send Constraint Request total=12 us start=57783 us stop=57795 us
69	58226	58237	#fffb00	1.0	Message Distributed GC Update total=11 us start=58226 us stop=58237 us
69	58246	58252	#07ff00	1.0	Message Distributed Valid Update total=6 us start=58246 us stop=58252 us
69	58257	58258	#07ff00	1.0	Message Distributed Valid Update total=1 us start=58257 us stop=58258 us
69	58335	58343	#ff00bf	1.0	Message Send GC Priority Update total=8 us start=58335 us stop=58343 us
69	58347	58378	#b5ff00	1.0	Message Send Create Top View Request total=31 us start=58347 us stop=58378 us
69	58845	58855	#ff004d	1.0	Message Send View Request total=10 us start=58845 us stop=58855 us
69	59295	59302	#fffb00	1.0	Message Distributed GC Update total=7 us start=59295 us stop=59302 us
69	59334	59425	#00b1ff	1.0	Message Task Message total=91 us start=59334 us stop=59425 us
69	59430	59465	#006fff	1.0	Scheduler initiated by="Operation <0>" total=35 us start=59430 us stop=59465 us
69	59474	59475	#003fff	1.0	State Analaysis initiated by="trans <52> (<-trans <673> (<-trans <145>))" total=1 us start=59474 us stop=59475 us
69	59479	59482	#FFC0CB	1.0	ProfTask total=3 us start=59479 us stop=59482 us
69	59483	59505	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <52> (<-trans <673> (<-trans <145>))" total=22 us start=59483 us stop=59505 us
69	59510	59511	#FFC0CB	1.0	ProfTask <52> total=1 us start=59510 us stop=59511 us
69	59512	59513	#FFC0CB	1.0	ProfTask <52> total=1 us start=59512 us stop=59513 us
69	121450	122188	#006600	1.0	Post initiated by="init <36> (<-init <20> (<-init <161> (<-init <49>)))" total=738 us start=121450 us stop=122188 us
69	122197	122199	#ff00e3	1.0	Decrement Pending Task initiated by="trans <68> (<-trans <52> (<-trans <673> (<-trans <145>)))" total=2 us start=122197 us stop=122199 us
69	122204	122210	#FFC0CB	1.0	ProfTask <36> total=6 us start=122204 us stop=122210 us
69	122212	122214	#FFC0CB	1.0	ProfTask <36> total=2 us start=122212 us stop=122214 us
69	122215	122216	#FFC0CB	1.0	ProfTask <68> total=1 us start=122215 us stop=122216 us
69	168209	168293	#006600	1.0	Post initiated by="trans <68> (<-trans <52> (<-trans <673> (<-trans <145>)))" total=84 us start=168209 us stop=168293 us
69	168301	168304	#FFC0CB	1.0	ProfTask <68> total=3 us start=168301 us stop=168304 us
69	168306	168308	#FFC0CB	1.0	ProfTask <68> total=2 us start=168306 us stop=168308 us
69	170911	170949	#9d00ff	1.0	Message Send Remote Context Free total=38 us start=170911 us stop=170949 us
69	174271	174274	#07ff00	1.0	Message Distributed Valid Update total=3 us start=174271 us stop=174274 us
69	174280	174282	#fffb00	1.0	Message Distributed GC Update total=2 us start=174280 us stop=174282 us
69	174357	174478	#00ffed	1.0	Message Send Shutdown Notification total=121 us start=174357 us stop=174478 us
69	174762	174764	#07ff00	1.0	Message Distributed Valid Update total=2 us start=174762 us stop=174764 us
69	174777	174778	#fffb00	1.0	Message Distributed GC Update total=1 us start=174777 us stop=174778 us
69	175896	176002	#fffb00	1.0	Message Distributed GC Update total=106 us start=175896 us stop=176002 us
69	176263	176280	#fffb00	1.0	Message Distributed GC Update total=17 us start=176263 us stop=176280 us
69	176311	176313	#ff00e9	1.0	Deferred Recycle initiated by="Operation <0>" total=2 us start=176311 us stop=176313 us
69	176334	176335	#FFC0CB	1.0	ProfTask total=1 us start=176334 us stop=176335 us
69	176581	176599	#8bff00	1.0	Message Send Shutdown Response total=18 us start=176581 us stop=176599 us
69	176714	176725	#00ffed	1.0	Message Send Shutdown Notification total=11 us start=176714 us stop=176725 us
69	176781	176791	#00ffed	1.0	Message Send Shutdown Notification total=10 us start=176781 us stop=176791 us
69	177043	177052	#8bff00	1.0	Message Send Shutdown Response total=9 us start=177043 us stop=177052 us
71	49685	121441	#7f00ff	1.0	init <36> (<-init <20> (<-init <161> (<-init <49>))) total=71756 us start=49685 us stop=121441 us
71	121468	168198	#ff1100	1.0	trans <68> (<-trans <52> (<-trans <673> (<-trans <145>))) total=46730 us start=121468 us stop=168198 us
76	41426	46964	#00edff	1.0	Message Send Instance Request total=5538 us start=41426 us stop=46964 us
75	44085	45420	#3dff00	1.0	Message Send Logical Region Node total=1335 us start=44085 us stop=45420 us
74	44372	44509	#ff0059	1.0	Message Send Index Space Node total=137 us start=44372 us stop=44509 us
74	44537	44581	#ffdd00	1.0	Message Index Space Destruction total=44 us start=44537 us stop=44581 us
73	44581	44623	#97ff00	1.0	Message Send Index Space Return total=42 us start=44581 us stop=44623 us
74	45081	45191	#00b7ff	1.0	Message Send Field Space Node total=110 us start=45081 us stop=45191 us
74	45199	45253	#00c9ff	1.0	Message Field Space Destruction total=54 us start=45199 us stop=45253 us
73	45253	45274	#002dff	1.0	Message Send Field Space Return total=21 us start=45253 us stop=45274 us
75	45428	45453	#67ff00	1.0	Message Logical Region Destruction total=25 us start=45428 us stop=45453 us
74	45453	45474	#007bff	1.0	Message Send Top Level Region Return total=21 us start=45453 us stop=45474 us
75	46136	46176	#ff0059	1.0	Message Send Index Space Node total=40 us start=46136 us stop=46176 us
75	46184	46187	#ffdd00	1.0	Message Index Space Destruction total=3 us start=46184 us stop=46187 us
74	46187	46258	#0057ff	1.0	Message Send Index Partition Node total=71 us start=46187 us stop=46258 us
75	46265	46305	#ff6b00	1.0	Message Index Partition Destruction total=40 us start=46265 us stop=46305 us
74	46305	46314	#ff0059	1.0	Message Send Index Space Node total=9 us start=46305 us stop=46314 us
75	46319	46321	#ffdd00	1.0	Message Index Space Destruction total=2 us start=46319 us stop=46321 us
75	46322	46323	#97ff00	1.0	Message Send Index Space Return total=1 us start=46322 us stop=46323 us
76	46972	47001	#FFC0CB	1.0	ProfTask <433> total=29 us start=46972 us stop=47001 us
76	47024	47080	#ff0035	1.0	Message Send Manager Request total=56 us start=47024 us stop=47080 us
76	47163	47183	#01ff00	1.0	Message Send Constraint Request total=20 us start=47163 us stop=47183 us
76	47271	47284	#fffb00	1.0	Message Distributed GC Update total=13 us start=47271 us stop=47284 us
76	47289	47296	#07ff00	1.0	Message Distributed Valid Update total=7 us start=47289 us stop=47296 us
76	47302	47302	#07ff00	1.0	Message Distributed Valid Update total=0 us start=47302 us stop=47302 us
76	47349	47401	#ff00bf	1.0	Message Send GC Priority Update total=52 us start=47349 us stop=47401 us
76	47407	48028	#b5ff00	1.0	Message Send Create Top View Request total=621 us start=47407 us stop=48028 us
75	47768	47891	#00c3ff	1.0	Message Send Remote Context Response total=123 us start=47768 us stop=47891 us
76	48168	48204	#ff004d	1.0	Message Send View Request total=36 us start=48168 us stop=48204 us
76	48435	48440	#fffb00	1.0	Message Distributed GC Update total=5 us start=48435 us stop=48440 us
76	48466	49060	#00b1ff	1.0	Message Task Message total=594 us start=48466 us stop=49060 us
76	49068	49225	#006fff	1.0	Scheduler initiated by="Operation <0>" total=157 us start=49068 us stop=49225 us
76	49241	49266	#003fff	1.0	State Analaysis initiated by="init <21> (<-init <177> (<-init <49>))" total=25 us start=49241 us stop=49266 us
76	49272	49279	#FFC0CB	1.0	ProfTask total=7 us start=49272 us stop=49279 us
76	49281	49463	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <21> (<-init <177> (<-init <49>))" total=182 us start=49281 us stop=49463 us
